employee_id,date,shift,area_assigned,workload_score,hours_worked,overtime_hours,consecutive_work_days,is_holiday,is_rest_day
EMP_001,2025-11-12,diurno,destilacion,70.4,8.4,0.7,3,False,False
EMP_001,2025-11-13,diurno,destilacion,56.4,8.2,1.7,4,False,False
EMP_001,2025-11-14,diurno,destilacion,49.1,7.3,0.3,5,False,False
EMP_001,2025-11-15,nocturno,destilacion,61.7,0.0,0.0,0,False,True
EMP_001,2025-11-16,nocturno,destilacion,84.0,0.0,0.0,0,False,True
EMP_001,2025-11-17,diurno,destilacion,77.1,8.9,1.4,1,False,False
EMP_001,2025-11-18,vespertino,destilacion,72.6,8.3,0.2,2,False,False
EMP_001,2025-11-19,diurno,destilacion,72.4,8.9,0.0,3,False,False
EMP_001,2025-11-20,diurno,destilacion,64.7,7.9,0.0,4,True,False
EMP_001,2025-11-21,nocturno,destilacion,73.7,7.2,0.0,5,False,False
EMP_001,2025-11-22,diurno,destilacion,36.8,0.0,0.0,0,False,True
EMP_001,2025-11-23,nocturno,destilacion,66.6,0.0,0.0,0,False,True
EMP_001,2025-11-24,nocturno,destilacion,61.1,7.7,0.0,1,False,False
EMP_001,2025-11-25,vespertino,destilacion,67.6,8.7,0.0,2,False,False
EMP_001,2025-11-26,vespertino,destilacion,49.7,8.5,0.0,3,False,False
EMP_001,2025-11-27,diurno,destilacion,100.0,7.1,0.0,4,False,False
EMP_001,2025-11-28,vespertino,destilacion,94.9,7.6,3.1,5,False,False
EMP_001,2025-11-29,diurno,destilacion,75.5,0.0,0.0,0,False,True
EMP_001,2025-11-30,diurno,destilacion,67.0,0.0,0.0,0,False,True
EMP_001,2025-12-01,diurno,destilacion,48.4,7.0,0.0,1,False,False
EMP_001,2025-12-02,vespertino,destilacion,84.2,7.8,0.0,2,False,False
EMP_001,2025-12-03,vespertino,destilacion,69.8,8.8,0.0,3,False,False
EMP_001,2025-12-04,vespertino,destilacion,67.5,7.5,0.0,4,False,False
EMP_001,2025-12-05,diurno,destilacion,74.8,7.1,0.0,5,False,False
EMP_001,2025-12-06,nocturno,destilacion,52.3,0.0,0.0,0,False,True
EMP_001,2025-12-07,vespertino,destilacion,86.9,0.0,0.0,0,False,True
EMP_001,2025-12-08,diurno,destilacion,76.2,7.2,0.0,1,False,False
EMP_001,2025-12-09,diurno,destilacion,75.8,9.0,0.0,2,False,False
EMP_001,2025-12-10,vespertino,destilacion,69.8,8.6,1.2,3,False,False
EMP_001,2025-12-11,nocturno,destilacion,71.3,8.7,0.0,4,False,False
EMP_001,2025-12-12,nocturno,destilacion,71.6,7.5,0.4,5,False,False
EMP_001,2025-12-13,vespertino,destilacion,73.9,0.0,0.0,0,False,True
EMP_001,2025-12-14,vespertino,destilacion,46.0,0.0,0.0,0,False,True
EMP_001,2025-12-15,diurno,destilacion,82.0,7.7,0.0,1,False,False
EMP_001,2025-12-16,diurno,destilacion,64.0,8.9,0.0,2,False,False
EMP_001,2025-12-17,nocturno,destilacion,95.0,7.7,0.0,3,False,False
EMP_001,2025-12-18,nocturno,destilacion,75.6,8.6,0.0,4,False,False
EMP_001,2025-12-19,nocturno,destilacion,70.0,7.6,0.0,5,False,False
EMP_001,2025-12-20,diurno,destilacion,80.7,0.0,0.0,0,False,True
EMP_001,2025-12-21,diurno,destilacion,66.1,0.0,0.0,0,False,True
EMP_001,2025-12-22,nocturno,destilacion,80.3,8.5,1.6,1,False,False
EMP_001,2025-12-23,vespertino,destilacion,68.0,8.9,0.0,2,False,False
EMP_001,2025-12-24,vespertino,destilacion,78.6,8.6,0.0,3,False,False
EMP_001,2025-12-25,vespertino,destilacion,69.5,8.2,4.0,4,True,False
EMP_001,2025-12-26,diurno,destilacion,86.3,8.1,0.0,5,False,False
EMP_001,2025-12-27,diurno,destilacion,73.6,0.0,0.0,0,False,True
EMP_001,2025-12-28,nocturno,destilacion,75.2,0.0,0.0,0,False,True
EMP_001,2025-12-29,nocturno,destilacion,93.2,8.2,0.0,1,False,False
EMP_001,2025-12-30,nocturno,destilacion,45.3,7.2,0.0,2,False,False
EMP_001,2025-12-31,diurno,destilacion,81.7,8.5,0.0,3,False,False
EMP_001,2026-01-01,nocturno,destilacion,72.5,8.5,0.5,4,True,False
EMP_001,2026-01-02,vespertino,destilacion,66.8,7.3,3.1,5,False,False
EMP_001,2026-01-03,vespertino,destilacion,67.1,0.0,0.0,0,False,True
EMP_001,2026-01-04,vespertino,destilacion,91.2,0.0,0.0,0,False,True
EMP_001,2026-01-05,diurno,destilacion,56.7,8.6,0.0,1,False,False
EMP_001,2026-01-06,vespertino,destilacion,69.2,9.0,0.0,2,False,False
EMP_001,2026-01-07,nocturno,destilacion,77.3,8.7,0.0,3,False,False
EMP_001,2026-01-08,nocturno,destilacion,38.9,8.2,0.0,4,False,False
EMP_001,2026-01-09,vespertino,destilacion,88.6,8.7,2.8,5,False,False
EMP_001,2026-01-10,diurno,destilacion,57.1,0.0,0.0,0,False,True
EMP_001,2026-01-11,diurno,destilacion,76.9,0.0,0.0,0,False,True
EMP_001,2026-01-12,diurno,destilacion,73.1,7.2,0.0,1,False,False
EMP_001,2026-01-13,diurno,destilacion,61.9,8.7,1.8,2,False,False
EMP_001,2026-01-14,nocturno,destilacion,80.4,8.8,0.3,3,False,False
EMP_001,2026-01-15,vespertino,destilacion,72.0,7.4,0.0,4,False,False
EMP_001,2026-01-16,diurno,destilacion,76.8,7.1,0.2,5,False,False
EMP_001,2026-01-17,nocturno,destilacion,49.6,0.0,0.0,0,False,True
EMP_001,2026-01-18,vespertino,destilacion,46.8,0.0,0.0,0,False,True
EMP_001,2026-01-19,diurno,destilacion,58.8,8.6,0.0,1,False,False
EMP_001,2026-01-20,nocturno,destilacion,72.0,8.4,0.0,2,False,False
EMP_001,2026-01-21,vespertino,destilacion,57.5,7.2,0.0,3,False,False
EMP_001,2026-01-22,diurno,destilacion,89.3,8.3,0.0,4,False,False
EMP_001,2026-01-23,vespertino,destilacion,46.8,7.4,0.2,5,False,False
EMP_001,2026-01-24,diurno,destilacion,94.8,0.0,0.0,0,False,True
EMP_001,2026-01-25,nocturno,destilacion,74.9,0.0,0.0,0,False,True
EMP_001,2026-01-26,vespertino,destilacion,53.4,7.1,0.0,1,False,False
EMP_001,2026-01-27,vespertino,destilacion,82.9,7.2,1.4,2,False,False
EMP_001,2026-01-28,nocturno,destilacion,59.2,8.6,0.0,3,False,False
EMP_001,2026-01-29,nocturno,destilacion,74.4,8.9,0.0,4,False,False
EMP_001,2026-01-30,vespertino,destilacion,46.8,8.4,0.0,5,False,False
EMP_001,2026-01-31,vespertino,destilacion,74.8,0.0,0.0,0,False,True
EMP_001,2026-02-01,nocturno,destilacion,67.0,0.0,0.0,0,False,True
EMP_001,2026-02-02,nocturno,destilacion,98.3,7.2,0.0,1,False,False
EMP_001,2026-02-03,vespertino,destilacion,85.1,7.9,0.0,2,False,False
EMP_001,2026-02-04,vespertino,destilacion,73.7,7.8,1.0,3,False,False
EMP_001,2026-02-05,vespertino,destilacion,52.2,7.1,0.0,4,True,False
EMP_001,2026-02-06,vespertino,destilacion,85.6,8.1,0.0,5,False,False
EMP_001,2026-02-07,vespertino,destilacion,62.9,0.0,0.0,0,False,True
EMP_001,2026-02-08,vespertino,destilacion,71.8,0.0,0.0,0,False,True
EMP_001,2026-02-09,vespertino,destilacion,78.3,8.6,0.0,1,False,False
EMP_001,2026-02-10,diurno,destilacion,69.1,7.7,0.0,2,False,False
EMP_001,2026-02-11,vespertino,destilacion,90.5,8.8,0.0,3,False,False
EMP_001,2026-02-12,nocturno,destilacion,66.4,8.6,0.0,4,False,False
EMP_001,2026-02-13,vespertino,destilacion,56.2,8.0,0.0,5,False,False
EMP_001,2026-02-14,nocturno,destilacion,74.5,0.0,0.0,0,False,True
EMP_001,2026-02-15,nocturno,destilacion,64.7,0.0,0.0,0,False,True
EMP_001,2026-02-16,vespertino,destilacion,64.4,7.6,0.0,1,False,False
EMP_001,2026-02-17,vespertino,destilacion,64.0,8.7,0.0,2,False,False
EMP_001,2026-02-18,vespertino,destilacion,82.4,8.2,1.0,3,False,False
EMP_001,2026-02-19,vespertino,destilacion,60.8,9.0,0.0,4,False,False
EMP_001,2026-02-20,vespertino,destilacion,76.0,8.4,0.0,5,False,False
EMP_001,2026-02-21,diurno,destilacion,70.5,0.0,0.0,0,False,True
EMP_001,2026-02-22,vespertino,destilacion,80.9,0.0,0.0,0,False,True
EMP_001,2026-02-23,diurno,destilacion,74.2,7.3,0.3,1,False,False
EMP_001,2026-02-24,nocturno,destilacion,54.4,8.7,0.0,2,False,False
EMP_001,2026-02-25,nocturno,destilacion,66.1,7.9,0.0,3,False,False
EMP_001,2026-02-26,diurno,destilacion,71.0,7.9,0.0,4,False,False
EMP_001,2026-02-27,diurno,destilacion,63.6,7.4,0.0,5,False,False
EMP_001,2026-02-28,nocturno,destilacion,45.5,0.0,0.0,0,False,True
EMP_001,2026-03-01,diurno,destilacion,78.6,0.0,0.0,0,False,True
EMP_001,2026-03-02,diurno,destilacion,86.2,8.0,0.6,1,False,False
EMP_001,2026-03-03,vespertino,destilacion,56.6,8.3,0.0,2,False,False
EMP_001,2026-03-04,vespertino,destilacion,66.6,7.1,0.0,3,False,False
EMP_001,2026-03-05,nocturno,destilacion,79.6,7.7,0.0,4,False,False
EMP_001,2026-03-06,diurno,destilacion,73.4,8.7,0.0,5,False,False
EMP_002,2025-09-08,vespertino,destilacion,57.7,8.7,0.0,1,False,False
EMP_002,2025-09-09,vespertino,destilacion,55.7,7.8,0.0,2,False,False
EMP_002,2025-09-10,vespertino,destilacion,69.8,0.0,0.0,0,False,True
EMP_002,2025-09-11,vespertino,destilacion,57.5,0.0,0.0,0,False,True
EMP_002,2025-09-12,vespertino,destilacion,82.5,7.4,4.0,1,False,False
EMP_002,2025-09-13,vespertino,destilacion,77.2,7.6,0.0,2,False,False
EMP_002,2025-09-14,vespertino,destilacion,68.0,7.6,0.0,3,False,False
EMP_002,2025-09-15,nocturno,destilacion,71.8,9.0,0.0,4,False,False
EMP_002,2025-09-16,nocturno,destilacion,87.7,8.5,0.0,5,True,False
EMP_002,2025-09-17,nocturno,destilacion,32.9,0.0,0.0,0,False,True
EMP_002,2025-09-18,nocturno,destilacion,51.7,0.0,0.0,0,False,True
EMP_002,2025-09-19,nocturno,destilacion,64.6,8.7,0.9,1,False,False
EMP_002,2025-09-20,nocturno,destilacion,51.4,8.1,0.0,2,False,False
EMP_002,2025-09-21,nocturno,destilacion,93.2,9.0,1.5,3,False,False
EMP_002,2025-09-22,diurno,destilacion,44.2,7.1,0.0,4,False,False
EMP_002,2025-09-23,diurno,destilacion,61.2,9.0,0.0,5,False,False
EMP_002,2025-09-24,diurno,destilacion,42.4,0.0,0.0,0,False,True
EMP_002,2025-09-25,diurno,destilacion,76.7,0.0,0.0,0,False,True
EMP_002,2025-09-26,diurno,destilacion,60.3,7.2,0.0,1,False,False
EMP_002,2025-09-27,diurno,destilacion,59.5,8.8,0.0,2,False,False
EMP_002,2025-09-28,diurno,destilacion,75.7,7.7,0.1,3,False,False
EMP_002,2025-09-29,vespertino,destilacion,72.5,8.4,0.0,4,False,False
EMP_002,2025-09-30,vespertino,destilacion,56.9,8.5,0.0,5,False,False
EMP_002,2025-10-01,vespertino,destilacion,72.6,0.0,0.0,0,False,True
EMP_002,2025-10-02,vespertino,destilacion,59.8,0.0,0.0,0,False,True
EMP_002,2025-10-03,vespertino,destilacion,90.8,8.7,1.0,1,False,False
EMP_002,2025-10-04,vespertino,destilacion,59.7,7.1,0.0,2,False,False
EMP_002,2025-10-05,vespertino,destilacion,62.8,8.3,1.4,3,False,False
EMP_002,2025-10-06,nocturno,destilacion,93.2,8.7,1.0,4,False,False
EMP_002,2025-10-07,nocturno,destilacion,64.3,7.5,0.0,5,False,False
EMP_002,2025-10-08,nocturno,destilacion,52.3,0.0,0.0,0,False,True
EMP_002,2025-10-09,nocturno,destilacion,77.7,0.0,0.0,0,False,True
EMP_002,2025-10-10,nocturno,destilacion,76.9,8.4,0.0,1,False,False
EMP_002,2025-10-11,nocturno,destilacion,99.8,7.6,0.0,2,False,False
EMP_002,2025-10-12,nocturno,destilacion,66.9,8.1,0.0,3,False,False
EMP_002,2025-10-13,diurno,destilacion,49.9,8.2,0.0,4,False,False
EMP_002,2025-10-14,diurno,destilacion,63.1,8.0,0.4,5,False,False
EMP_002,2025-10-15,diurno,destilacion,52.4,0.0,0.0,0,False,True
EMP_002,2025-10-16,diurno,destilacion,77.8,0.0,0.0,0,False,True
EMP_002,2025-10-17,diurno,destilacion,73.8,7.9,0.0,1,False,False
EMP_002,2025-10-18,diurno,destilacion,87.2,7.8,0.0,2,False,False
EMP_002,2025-10-19,diurno,destilacion,68.7,8.1,1.2,3,False,False
EMP_002,2025-10-20,vespertino,destilacion,43.4,7.7,0.0,4,False,False
EMP_002,2025-10-21,vespertino,destilacion,61.2,8.5,0.0,5,False,False
EMP_002,2025-10-22,vespertino,destilacion,73.1,0.0,0.0,0,False,True
EMP_002,2025-10-23,vespertino,destilacion,58.3,0.0,0.0,0,False,True
EMP_002,2025-10-24,vespertino,destilacion,49.2,7.6,1.1,1,False,False
EMP_002,2025-10-25,vespertino,destilacion,74.8,8.1,0.0,2,False,False
EMP_002,2025-10-26,vespertino,destilacion,66.5,7.9,0.0,3,False,False
EMP_002,2025-10-27,nocturno,destilacion,87.8,8.3,0.0,4,False,False
EMP_002,2025-10-28,nocturno,destilacion,61.5,8.6,0.6,5,False,False
EMP_002,2025-10-29,nocturno,destilacion,91.5,0.0,0.0,0,False,True
EMP_002,2025-10-30,nocturno,destilacion,62.1,0.0,0.0,0,False,True
EMP_002,2025-10-31,nocturno,destilacion,62.6,8.0,0.0,1,False,False
EMP_002,2025-11-01,nocturno,destilacion,83.3,8.9,0.1,2,False,False
EMP_002,2025-11-02,nocturno,destilacion,34.2,7.1,0.0,3,False,False
EMP_002,2025-11-03,diurno,destilacion,66.0,7.6,0.4,4,False,False
EMP_002,2025-11-04,diurno,destilacion,68.1,7.1,0.0,5,False,False
EMP_002,2025-11-05,diurno,destilacion,55.3,0.0,0.0,0,False,True
EMP_002,2025-11-06,diurno,destilacion,77.4,0.0,0.0,0,False,True
EMP_002,2025-11-07,diurno,destilacion,65.7,7.8,0.1,1,False,False
EMP_002,2025-11-08,diurno,destilacion,53.5,7.0,0.0,2,False,False
EMP_002,2025-11-09,diurno,destilacion,50.8,7.7,0.0,3,False,False
EMP_002,2025-11-10,vespertino,destilacion,63.7,8.7,0.2,4,False,False
EMP_002,2025-11-11,vespertino,destilacion,34.8,8.0,0.0,5,False,False
EMP_002,2025-11-12,vespertino,destilacion,90.9,0.0,0.0,0,False,True
EMP_002,2025-11-13,vespertino,destilacion,73.2,0.0,0.0,0,False,True
EMP_002,2025-11-14,vespertino,destilacion,80.5,7.1,0.0,1,False,False
EMP_002,2025-11-15,vespertino,destilacion,75.7,7.3,0.7,2,False,False
EMP_002,2025-11-16,vespertino,destilacion,73.2,7.0,0.1,3,False,False
EMP_002,2025-11-17,nocturno,destilacion,44.7,8.2,1.9,4,False,False
EMP_002,2025-11-18,nocturno,destilacion,53.7,8.7,0.2,5,False,False
EMP_002,2025-11-19,nocturno,destilacion,96.0,0.0,0.0,0,False,True
EMP_002,2025-11-20,nocturno,destilacion,76.7,8.5,0.0,0,True,True
EMP_002,2025-11-21,nocturno,destilacion,69.2,8.8,0.0,1,False,False
EMP_002,2025-11-22,nocturno,destilacion,99.7,9.0,0.0,2,False,False
EMP_002,2025-11-23,nocturno,destilacion,55.2,7.6,0.0,3,False,False
EMP_002,2025-11-24,diurno,destilacion,75.6,7.4,0.0,4,False,False
EMP_002,2025-11-25,diurno,destilacion,80.1,7.2,0.3,5,False,False
EMP_002,2025-11-26,diurno,destilacion,70.3,0.0,0.0,0,False,True
EMP_002,2025-11-27,diurno,destilacion,60.7,0.0,0.0,0,False,True
EMP_002,2025-11-28,diurno,destilacion,49.8,8.4,0.0,1,False,False
EMP_002,2025-11-29,diurno,destilacion,89.4,8.8,0.0,2,False,False
EMP_002,2025-11-30,diurno,destilacion,69.2,7.3,0.0,3,False,False
EMP_002,2025-12-01,vespertino,destilacion,75.0,8.0,0.0,4,False,False
EMP_002,2025-12-02,vespertino,destilacion,68.2,7.0,0.0,5,False,False
EMP_002,2025-12-03,vespertino,destilacion,82.4,0.0,0.0,0,False,True
EMP_002,2025-12-04,vespertino,destilacion,69.2,0.0,0.0,0,False,True
EMP_002,2025-12-05,vespertino,destilacion,72.7,8.8,0.0,1,False,False
EMP_002,2025-12-06,vespertino,destilacion,52.8,7.5,1.4,2,False,False
EMP_002,2025-12-07,vespertino,destilacion,76.7,8.3,0.0,3,False,False
EMP_002,2025-12-08,nocturno,destilacion,67.2,8.2,0.2,4,False,False
EMP_002,2025-12-09,nocturno,destilacion,69.6,8.2,0.0,5,False,False
EMP_002,2025-12-10,nocturno,destilacion,74.2,0.0,0.0,0,False,True
EMP_002,2025-12-11,nocturno,destilacion,74.7,0.0,0.0,0,False,True
EMP_002,2025-12-12,nocturno,destilacion,88.3,8.1,0.0,1,False,False
EMP_002,2025-12-13,nocturno,destilacion,50.3,7.8,0.0,2,False,False
EMP_002,2025-12-14,nocturno,destilacion,66.0,8.6,0.0,3,False,False
EMP_002,2025-12-15,diurno,destilacion,61.4,7.2,0.0,4,False,False
EMP_002,2025-12-16,diurno,destilacion,63.0,8.4,1.4,5,False,False
EMP_002,2025-12-17,diurno,destilacion,61.8,0.0,0.0,0,False,True
EMP_002,2025-12-18,diurno,destilacion,90.6,0.0,0.0,0,False,True
EMP_002,2025-12-19,diurno,destilacion,51.6,7.9,0.0,1,False,False
EMP_002,2025-12-20,diurno,destilacion,69.4,7.8,0.0,2,False,False
EMP_002,2025-12-21,diurno,destilacion,87.2,8.5,0.0,3,False,False
EMP_002,2025-12-22,vespertino,destilacion,92.4,7.2,0.0,4,False,False
EMP_002,2025-12-23,vespertino,destilacion,57.7,8.6,0.7,5,False,False
EMP_002,2025-12-24,vespertino,destilacion,96.6,0.0,0.0,0,False,True
EMP_002,2025-12-25,vespertino,destilacion,64.0,9.0,0.0,0,True,True
EMP_002,2025-12-26,vespertino,destilacion,95.3,8.8,0.0,1,False,False
EMP_002,2025-12-27,vespertino,destilacion,74.5,8.2,0.0,2,False,False
EMP_002,2025-12-28,vespertino,destilacion,58.4,8.2,0.0,3,False,False
EMP_002,2025-12-29,nocturno,destilacion,61.7,7.4,0.0,4,False,False
EMP_002,2025-12-30,nocturno,destilacion,73.2,7.3,0.1,5,False,False
EMP_002,2025-12-31,nocturno,destilacion,39.9,0.0,0.0,0,False,True
EMP_002,2026-01-01,nocturno,destilacion,79.0,7.5,4.0,0,True,True
EMP_002,2026-01-02,nocturno,destilacion,70.3,7.6,0.3,1,False,False
EMP_002,2026-01-03,nocturno,destilacion,62.9,7.9,0.0,2,False,False
EMP_002,2026-01-04,nocturno,destilacion,53.9,8.9,0.0,3,False,False
EMP_002,2026-01-05,diurno,destilacion,40.6,7.2,0.6,4,False,False
EMP_002,2026-01-06,diurno,destilacion,67.4,8.8,0.0,5,False,False
EMP_002,2026-01-07,diurno,destilacion,83.2,0.0,0.0,0,False,True
EMP_002,2026-01-08,diurno,destilacion,52.3,0.0,0.0,0,False,True
EMP_002,2026-01-09,diurno,destilacion,51.4,7.1,0.6,1,False,False
EMP_002,2026-01-10,diurno,destilacion,62.5,7.2,0.0,2,False,False
EMP_002,2026-01-11,diurno,destilacion,56.5,8.1,0.8,3,False,False
EMP_002,2026-01-12,vespertino,destilacion,64.3,8.7,0.0,4,False,False
EMP_002,2026-01-13,vespertino,destilacion,56.1,7.6,0.0,5,False,False
EMP_002,2026-01-14,vespertino,destilacion,74.8,0.0,0.0,0,False,True
EMP_002,2026-01-15,vespertino,destilacion,70.5,0.0,0.0,0,False,True
EMP_002,2026-01-16,vespertino,destilacion,66.8,7.4,0.0,1,False,False
EMP_002,2026-01-17,vespertino,destilacion,99.9,8.8,0.1,2,False,False
EMP_002,2026-01-18,vespertino,destilacion,75.0,7.9,0.8,3,False,False
EMP_002,2026-01-19,nocturno,destilacion,86.4,8.7,0.0,4,False,False
EMP_002,2026-01-20,nocturno,destilacion,76.9,7.5,0.4,5,False,False
EMP_002,2026-01-21,nocturno,destilacion,56.0,0.0,0.0,0,False,True
EMP_002,2026-01-22,nocturno,destilacion,70.8,0.0,0.0,0,False,True
EMP_002,2026-01-23,nocturno,destilacion,60.4,8.0,0.0,1,False,False
EMP_002,2026-01-24,nocturno,destilacion,66.5,8.1,0.0,2,False,False
EMP_002,2026-01-25,nocturno,destilacion,70.1,7.3,0.0,3,False,False
EMP_002,2026-01-26,diurno,destilacion,86.5,8.9,0.6,4,False,False
EMP_002,2026-01-27,diurno,destilacion,51.7,7.5,0.3,5,False,False
EMP_002,2026-01-28,diurno,destilacion,72.2,0.0,0.0,0,False,True
EMP_002,2026-01-29,diurno,destilacion,82.3,0.0,0.0,0,False,True
EMP_002,2026-01-30,diurno,destilacion,76.4,7.9,0.0,1,False,False
EMP_002,2026-01-31,diurno,destilacion,63.7,7.4,0.0,2,False,False
EMP_002,2026-02-01,diurno,destilacion,74.7,8.5,0.0,3,False,False
EMP_002,2026-02-02,vespertino,destilacion,75.8,8.8,0.0,4,False,False
EMP_002,2026-02-03,vespertino,destilacion,58.3,7.7,0.0,5,False,False
EMP_002,2026-02-04,vespertino,destilacion,100.0,0.0,0.0,0,False,True
EMP_002,2026-02-05,vespertino,destilacion,69.0,8.6,1.5,0,True,True
EMP_002,2026-02-06,vespertino,destilacion,54.0,8.3,4.0,1,False,False
EMP_002,2026-02-07,vespertino,destilacion,57.9,7.9,0.2,2,False,False
EMP_002,2026-02-08,vespertino,destilacion,67.4,7.8,0.0,3,False,False
EMP_002,2026-02-09,nocturno,destilacion,54.0,8.5,0.0,4,False,False
EMP_002,2026-02-10,nocturno,destilacion,62.8,8.2,0.0,5,False,False
EMP_002,2026-02-11,nocturno,destilacion,76.0,0.0,0.0,0,False,True
EMP_002,2026-02-12,nocturno,destilacion,46.0,0.0,0.0,0,False,True
EMP_002,2026-02-13,nocturno,destilacion,72.4,8.4,0.0,1,False,False
EMP_002,2026-02-14,nocturno,destilacion,78.5,7.9,0.0,2,False,False
EMP_002,2026-02-15,nocturno,destilacion,64.5,8.3,0.0,3,False,False
